"R0000100","R0618300","R2925010","R2928400","T1215600"
11062,30,-5,-5,-5
11063,-4,-5,-5,-5
11064,71,250,1,1
11065,19,-5,-5,-5
11066,94,-5,-5,-5
11067,5,-5,-5,-5
11068,23,1450,2,-5
11069,15,-5,-5,-5
11070,10,550,3,2
11071,57,-4,-4,-4
11072,29,720,3,1
11073,72,-5,-5,-5
11074,33,-5,-5,-5
11075,63,1201,3,-5
11076,82,-5,-5,-5
11077,21,-5,-5,-5
11078,10,-5,-5,-5
11079,53,-5,-5,-5
11080,35,-5,-5,-5
11081,43,-5,-5,-5
11082,27,-4,-4,1
11083,27,700,0,1
11084,4,-5,-5,-5
11085,9,862,3,1
11086,48,-5,-5,-5
11087,19,-5,-5,-5
11088,11,-5,-5,-5
11089,62,-5,-5,-5
11090,19,-5,-5,-5
11091,27,1696,3,-5
11092,13,-5,-5,-5
11093,-4,-5,-5,-5
11094,-4,-5,-5,-5
11095,13,-5,-5,-5
11096,8,730,0,1
11097,35,-5,-5,-5
11098,34,-5,-5,-5
11099,88,-5,-5,-5
11100,35,-5,-5,-5
11101,24,-5,-5,-5
11102,13,-5,-5,-5
11103,38,-5,-5,-5
11104,9,-5,-5,-5
11105,25,-5,-5,-5
11106,7,762,3,1
11107,18,-5,-5,-5
11108,54,-5,-5,-5
11109,39,-4,3,1
11110,53,-5,-5,-5
11111,74,-5,-5,-5
11112,32,-5,-5,-5
11113,40,-5,-5,-5
11114,61,-5,-5,-5
11115,82,-5,-5,-5
11116,78,-5,-5,-5
11117,64,-5,-5,-5
11118,-4,930,3,2
11119,53,-5,-5,-5
11120,80,-5,-5,-5
11121,35,-5,-5,-5
11122,74,-5,-5,-5
11123,70,-5,-5,-5
11124,27,-5,-5,-5
11125,12,-5,-5,-5
11126,42,-5,-5,-5
11127,55,-5,-5,-5
11128,43,-5,-5,-5
11129,75,-5,-5,-5
11130,32,-5,-5,-5
11131,84,-5,-5,-5
11132,63,550,3,-5
11133,73,-5,-5,-5
11134,71,-5,-5,-5
11135,-4,-5,-5,-5
11136,52,-5,-5,-5
11137,42,-5,-5,-5
11138,19,-5,-5,-5
11139,35,-5,-5,-5
11140,27,-5,-5,-5
11141,25,-5,-5,-5
11142,46,1076,4,1
11143,38,-5,-5,-5
11144,39,-5,-5,-5
11145,62,-5,-5,-5
11146,38,-5,-5,-5
11147,36,-5,-5,-5
11148,77,-5,-5,-5
11149,84,-5,-5,-5
11150,58,-5,-5,-5
11151,50,-5,-5,-5
11152,76,-5,-5,-5
11153,32,-5,-5,-5
11154,86,-5,-5,-5
11155,70,-5,-5,-5
11156,16,-5,-5,-5
11157,27,1200,3,1
11158,50,-5,-5,-5
11159,56,-5,-5,-5
11160,84,-5,-5,-5
11161,58,-5,-5,-5
11162,30,-5,-5,-5
11163,38,-5,-5,-5
11164,46,-5,-5,-5
11165,45,937,4,1
11166,31,800,0,-5
11167,21,-5,-5,-5
11168,58,-5,-5,-5
11169,32,-5,-5,-5
11170,85,-5,-5,-5
11171,99,-5,-5,-5
11172,78,-5,-5,-5
11173,-4,-5,-5,-5
11174,96,-5,-5,-5
11175,78,-5,-5,-5
11176,22,-5,-5,-5
11177,73,-5,-5,-5
11178,19,-5,-5,-5
11179,22,-5,-5,-5
11180,81,-5,-5,-5
11181,48,-5,-5,-5
11182,43,-5,-5,-5
11183,35,-5,-5,-5
11184,12,-5,-5,-5
11185,25,1055,3,1
11186,15,750,4,-5
11187,21,-5,-5,-5
11188,46,-5,-5,-5
11189,42,-5,-5,-5
11190,94,-5,-5,-5
11191,46,-5,-5,-5
11192,15,500,-3,1
11193,22,-5,-5,-5
11194,2,-5,-5,-5
11195,21,-5,-5,-5
11196,42,-5,-5,-5
11197,96,-5,-5,-5
11198,91,-5,-5,-5
11199,46,-4,-4,4
11200,24,-5,-5,-5
11201,32,-5,-5,-5
11202,38,-5,-5,-5
11203,54,-5,-5,-5
11204,84,-5,-5,-5
11205,29,-5,-5,-5
11206,-4,-5,-5,-5
11207,25,-5,-5,-5
11208,51,-5,-5,-5
11209,14,11046,3,1
11210,7,-5,-5,-5
11211,32,-5,-5,-5
11212,-4,-5,-5,-5
11213,96,-5,-5,-5
11214,80,-5,-5,-5
11215,25,950,1,0
11216,53,-5,-5,-5
11217,28,-5,-5,-5
11218,99,3255,3,3
11219,58,-5,-5,-5
11220,89,-5,-5,-5
11221,28,475,1,2
11222,96,-5,-5,-5
11223,-4,-5,-5,-5
11224,76,-5,-5,-5
11225,77,-5,-5,-5
11226,88,-5,-5,-5
11227,-4,550,2,1
11228,43,-5,-5,-5
11229,23,-5,-5,-5
11230,18,-5,-5,-5
11231,7,500,2,1
11232,35,-5,-5,-5
11233,57,-5,-5,-5
11234,38,-5,-5,-5
11235,59,-5,-5,-5
11236,38,1090,3,-5
11237,39,-5,-5,-5
11238,78,-5,-5,-5
11239,72,-5,-5,-5
11240,-4,-5,-5,-5
11241,75,1490,5,1
11242,96,-5,-5,-5
11243,-4,-5,-5,-5
11244,78,-5,-5,-5
11245,67,-5,-5,-5
11246,1,-5,-5,-5
11247,-4,950,3,1
11248,69,-5,-5,-5
11249,36,-5,-5,-5
11250,42,-5,-5,-5
11251,-4,-5,-5,-5
11252,-4,-5,-5,-5
11253,72,-5,-5,-5
11254,80,-5,-5,-5
11255,43,-5,-5,-5
11256,-4,-5,-5,-5
11257,-4,-5,-5,-5
11258,58,-5,-5,-5
11259,41,-5,-5,-5
11260,52,-5,-5,-5
11261,65,-5,-5,-5
11262,42,-5,-5,-5
11263,29,-5,-5,-5
11264,48,-5,-5,-5
11265,67,-5,-5,-5
11266,59,-5,-5,-5
11267,29,-5,-5,-5
11268,45,-5,-5,-5
11269,58,-5,-5,-5
11270,89,-5,-5,-5
11271,77,-5,-5,-5
11272,67,-5,-5,-5
11273,97,-5,-5,-5
11274,-4,870,4,1
11275,91,1001,2,6
11276,39,-5,-5,-5
11277,45,-5,-5,-5
11278,50,-5,-5,-5
11279,72,-5,-5,-5
11280,67,-5,-5,-5
11281,85,-5,-5,-5
11282,10,-5,-5,-5
11283,99,-5,-5,-5
11284,67,-5,-5,-5
11285,72,-5,-5,-5
11286,55,-5,-5,-5
11287,80,-5,-5,-5
11288,59,-5,-5,-5
11289,33,-5,-5,-5
11290,36,-5,-5,-5
11291,92,-5,-5,-5
11292,47,-5,-5,-5
11293,53,-5,-5,-5
11294,52,-5,-5,-5
11295,59,-5,-5,-5
11296,50,-5,-5,-5
11297,71,-5,-5,-5
11298,71,-5,-5,-5
11299,79,-5,-5,-5
11300,78,-5,-5,-5
11301,87,634,5,5
11302,67,-5,-5,-5
11303,95,-5,-5,-5
11304,78,-5,-5,-5
11305,57,-5,-5,-5
11306,-4,647,4,-5
11307,84,-5,-5,-5
11308,92,-5,-5,-5
11309,49,722,4,8
11310,57,-5,-5,-5
11311,45,-5,-5,-5
11312,92,-5,-5,-5
11313,80,-5,-5,-5
11314,99,-5,-5,-5
11315,-4,-5,-5,-5
11316,87,-5,-5,-5
11317,96,1450,3,4
11318,-4,-5,-5,-5
11319,71,721,3,1
11320,53,-5,-5,-5
11321,-4,-5,-5,-5
11322,-4,-5,-5,-5
11323,95,-5,-5,-5
11324,73,-5,-5,-5
11325,53,-4,-4,1
11326,56,-5,-5,-5
11327,-4,-5,-5,-5
11328,82,-5,-5,3
11329,53,-5,-5,-5
11330,65,-5,-5,-5
11331,84,-5,-5,-5
11332,53,-5,-5,-5
11333,30,-5,-5,-5
11334,63,1100,2,-5
11335,-4,-5,-5,-5
11336,49,-5,-5,-5
11337,91,650,3,2
11338,41,-5,-5,-5
11339,86,-5,-5,-5
11340,74,1682,3,1
11341,63,-5,-5,-5
11342,-4,846,4,-5
11343,72,-5,-5,-5
11344,22,-5,-5,-5
11345,-4,-5,-5,-5
11346,74,-5,-5,-5
11347,67,-5,-5,-5
11348,-4,-5,-5,-5
11349,70,-5,-5,-5
11350,54,-5,-5,-5
11351,84,-5,-5,-5
11352,37,-5,-5,-5
11353,42,-5,-5,-5
11354,40,-5,-5,-5
11355,49,-5,-5,-5
11356,57,-5,-5,-5
11357,52,-5,-5,-5
11358,55,-5,-5,-5
11359,91,-5,-5,-5
11360,55,-5,-5,-5
11361,73,-5,-5,-5
11362,32,-5,-5,-5
11363,23,-5,-5,-5
11364,67,-5,-5,-5
11365,59,-5,-5,-5
11366,80,-5,-5,-5
11367,46,-5,-5,-5
11368,74,-5,-5,-5
11369,52,-5,-5,-5
11370,-4,-5,-5,-5
11371,82,-4,-4,4
11372,98,-5,-5,-5
11373,46,-5,-5,-5
11374,64,-5,-5,-5
11375,-4,-5,-5,-5
11376,74,-5,-5,-5
11377,43,-5,-5,-5
11378,-4,-5,-5,-5
11379,81,-5,-5,-5
11380,55,-5,-5,-5
11381,51,3605,6,-5
11382,70,-5,-5,-5
11383,75,-5,-5,-5
11384,58,-5,-5,-5
11385,65,-5,-5,-5
11386,98,-5,-5,-5
11387,80,-5,-5,-5
11388,91,-5,-5,-5
11389,82,-5,-5,-5
11390,63,-5,-5,-5
11391,84,-5,-5,-5
11392,94,-5,-5,-5
11393,94,-5,-5,-5
11394,69,-5,-5,-5
11395,53,-5,-5,-5
11396,63,-5,-5,-5
11397,80,-5,-5,-5
11398,59,-5,-5,-5
11399,35,-5,-5,-5
11400,27,-5,-5,-5
11401,23,-5,-5,-5
11402,46,-5,-5,-5
11403,68,-5,-5,-5
11404,53,-5,-5,-5
11405,42,-5,-5,-5
11406,31,1050,4,1
11407,35,-5,-5,-5
11408,67,-5,-5,-5
11409,63,-5,-5,-5
11410,59,-5,-5,-5
11411,-4,-5,-5,-5
11412,20,-5,-5,-5
11413,90,-5,-5,-5
11414,81,-5,-5,-5
11415,88,-5,-5,-5
11416,58,-5,-5,-5
11417,-4,-5,-5,-5
11418,82,-5,-5,5
11419,67,-5,-5,-5
11420,71,-5,-5,-5
11421,35,-5,-5,-5
11422,18,-5,-5,-5
11423,53,-5,-5,-5
11424,86,-5,-5,-5
11425,42,-5,-5,-5
11426,-4,1250,3,1
11427,-3,-5,-5,-5
11428,78,-5,-5,-5
11429,42,-5,-5,-5
11430,63,-5,-5,-5
11431,53,-5,-5,-5
11432,87,-5,-5,-5
11433,67,-5,-5,-5
11434,69,-5,-5,-5
11435,51,-5,-5,-5
11436,81,1442,3,4
11437,75,-5,-5,-5
11438,69,2182,6,5
11439,29,-5,-5,-5
11440,46,-5,-5,-5
11441,67,703,2,2
11442,61,-5,-5,-5
11443,54,-5,-5,-5
11444,17,-5,-5,-5
11445,71,-5,-5,-5
11446,34,-5,-5,-5
11447,-4,-5,-5,-5
11448,63,-5,-5,-5
11449,82,-5,-5,-5
11450,97,-5,-5,-5
11451,86,-5,-5,-5
11452,41,-5,-5,-5
11453,43,-5,-5,-5
11454,-4,-5,-5,-5
11455,74,-5,-5,-5
11456,53,-5,-5,-5
11457,56,-5,-5,-5
11458,74,-5,-5,-5
11459,88,-5,-5,-5
11460,48,-5,-5,-5
11461,71,-5,-5,-5
11462,-4,-5,-5,-5
11463,56,-4,-4,2
11464,93,-5,-5,-5
11465,52,-5,-5,-5
11466,58,-5,-5,-5
11467,89,865,2,1
11468,81,-5,-5,-5
11469,86,-5,-5,-5
11470,77,-5,-5,-5
11471,53,-5,-5,-5
11472,-4,-5,-5,-5
11473,52,-5,-5,-5
11474,55,-5,-5,-5
11475,86,-5,-5,-5
11476,80,-5,-5,-5
11477,69,-5,-5,-5
11478,41,-5,-5,-5
11479,52,-5,-5,-5
11480,68,-4,-4,2
11481,75,-5,-5,-5
11482,77,-5,-5,-5
11483,62,-5,-5,-5
11484,80,-5,-5,-5
11485,50,-5,-5,-5
11486,78,-5,-5,-5
11487,78,-5,-5,-5
11488,53,-5,-5,-5
11489,56,-5,-5,-5
11490,80,-5,-5,-5
11491,46,-5,-5,-5
11492,89,-5,-5,-5
11493,93,-5,-5,-5
11494,67,-5,-5,-5
11495,-4,-5,-5,-5
11496,-4,-5,-5,-5
11497,86,-5,-5,-5
11498,71,-5,-5,-5
11499,21,-5,-5,-5
11500,-4,550,1,1
11501,49,-5,-5,-5
11502,86,-5,-5,-5
11503,58,-5,-5,-5
11504,84,-5,-5,-5
11505,99,-5,-5,-5
11506,35,-5,-5,-5
11507,77,576,4,4
11508,59,-5,-5,-5
11509,74,-5,-5,-5
11510,50,1850,3,1
11511,70,-5,-5,-5
11512,51,-5,-5,-5
11513,77,-5,-5,-5
11514,68,-5,-5,-5
11515,93,-5,-5,-5
11516,63,-4,-4,1
11517,49,-5,-5,-5
11518,67,-5,-5,-5
11519,47,-5,-5,-5
11520,61,-5,-5,-5
11521,42,-5,-5,-5
11522,80,-5,-5,-5
11523,40,-4,-4,1
11524,38,-5,-5,-5
11525,73,1813,4,-4
11526,-4,-4,-4,1
11527,28,-5,-5,-5
11528,-4,-5,-5,-5
11529,52,-5,-5,-5
11530,90,-5,-5,-5
11531,16,-5,-5,-5
11532,70,-5,-5,-5
11533,42,-5,-5,-5
11534,79,1346,2,1
11535,51,-5,-5,2
11536,50,-4,-4,-5
11537,42,-5,-5,-5
11538,-4,-5,-5,-5
11539,56,-5,-5,-5
11540,42,-5,-5,-5
11541,64,-5,-5,-5
11542,37,-5,-5,-5
11543,94,-5,-5,-5
11544,99,-5,-5,-5
11545,70,-5,-5,-5
11546,53,-5,-5,-5
11547,46,-5,-5,-5
11548,80,-5,-5,-5
11549,75,-5,-5,-5
11550,59,-5,-5,-5
11551,-4,-5,-5,-5
11552,65,-5,-5,-5
11553,42,-5,-5,-5
11554,44,-5,-5,-5
11555,80,-5,-5,-5
11556,65,-5,-5,-5
11557,33,-5,-5,-5
11558,91,-5,-5,-5
11559,59,-5,-5,-5
11560,41,-5,-5,-5
11561,69,-5,-5,-5
11562,75,-5,-5,-5
11563,53,-5,-5,-5
11564,41,-5,-5,-5
11565,-4,700,3,3
11566,77,-5,-5,-5
11567,73,-5,-5,-5
11568,75,-4,-4,2
11569,54,-5,-5,-5
11570,56,-5,-5,-5
11571,56,-5,-5,-5
11572,42,-5,-5,-5
11573,75,-5,-5,-5
11574,80,-5,-5,-5
11575,75,-5,-5,-5
11576,80,-5,-5,-5
11577,72,-5,-5,-5
11578,43,-5,-5,-5
11579,62,-5,-5,-5
11580,79,-5,-5,-5
11581,80,-4,-4,1
11582,62,-5,-5,-5
11583,75,-5,-5,-5
11584,80,-5,-5,-5
11585,32,-5,-5,-5
11586,57,-5,-5,-5
11587,33,600,4,1
11588,70,-5,-5,-5
11589,16,-5,-5,-5
11590,93,-5,-5,-5
11591,53,-5,-5,-5
11592,67,-5,-5,-5
11593,53,-5,-5,-5
11594,35,375,4,2
11595,33,-5,-5,-5
11596,32,-5,-5,-5
11597,43,-5,-5,-5
11598,43,-5,-5,1
11599,30,-5,-5,-5
11600,37,-5,-5,-5
11601,-4,-4,-4,4
11602,46,-5,-5,-5
11603,65,-5,-5,-5
11604,57,-5,-5,-5
11605,32,2472,3,-5
11606,31,-5,-5,-5
11607,49,-5,-5,-5
11608,37,-5,-5,-5
11609,32,-5,-5,-5
11610,76,-5,-5,-5
11611,43,-5,-5,-5
11612,24,-5,-5,-5
11613,39,-5,-5,-5
11614,52,-5,-5,-5
11615,75,-5,-5,-5
11616,-4,-5,-5,-5
11617,-4,-5,-5,-5
11618,94,-5,-5,-5
11619,-4,-5,-5,-5
11620,-4,2403,0,5
11621,69,-5,-5,-5
11622,45,-5,-5,-5
11623,44,875,3,-5
11624,31,841,3,-5
11625,48,-5,-5,-5
11626,32,-5,-5,-5
11627,67,-5,-5,-5
11628,42,-5,-5,-5
11629,-4,475,2,2
11630,52,-5,-5,-5
11631,35,-5,-5,-5
11632,24,-5,-5,-5
11633,-4,-5,-5,-5
11634,57,-5,-5,-5
11635,-4,-5,-5,-5
11636,26,-5,-5,-5
11637,-4,1279,4,1
11638,91,-5,-5,-5
11639,76,-5,-5,-5
11640,65,-5,-5,-5
11641,61,-5,-5,-5
11642,84,-5,-5,-5
11643,99,-5,-5,-5
11644,66,1400,2,1
11645,51,-5,-5,-5
11646,66,-5,-5,-5
11647,26,-5,-5,-5
11648,20,-5,-5,-5
11649,57,-5,-5,-5
11650,50,-5,-5,-5
11651,51,-4,-4,4
11652,57,-5,-5,-5
11653,43,-5,-5,-5
11654,35,650,3,1
11655,32,-5,-5,-5
11656,32,500,0,1
11657,30,-5,-5,-5
11658,30,1100,3,1
11659,27,-5,-5,-5
11660,41,-5,-5,-5
11661,-4,-5,-5,-5
11662,-4,-5,-5,-5
11663,77,-5,-5,-5
11664,15,333,1,1
11665,95,-5,-5,-5
11666,-4,-5,-5,-5
11667,44,1101,4,-5
11668,-4,-5,-5,-5
11669,63,-5,-5,-5
11670,76,-5,-5,-5
11671,15,-5,-5,-5
11672,50,961,3,1
11673,63,-5,-5,-5
11674,56,630,3,1
11675,82,-5,-5,-5
11676,45,-5,-5,-5
11677,34,-5,-5,-5
11678,62,-5,-5,-5
11679,47,-5,-5,-5
11680,56,-5,-5,-5
11681,23,-5,-5,-5
11682,82,-5,-5,-5
11683,21,-5,-5,-5
11684,43,-5,-5,-5
11685,67,-5,-5,-5
11686,81,-4,-4,3
11687,73,-5,-5,-5
11688,65,-5,-5,-5
11689,82,-5,-5,-5
11690,73,-5,-5,-5
11691,52,1300,3,1
11692,46,-5,-5,-5
11693,-4,-5,-5,-5
11694,70,-5,-5,-5
11695,69,-5,-5,-5
11696,-4,600,3,1
11697,66,-5,-5,-5
11698,95,-5,-5,-5
11699,98,-5,-5,-5
11700,63,-5,-5,-5
11701,63,-5,-5,-5
11702,51,-5,-5,-5
11703,45,1103,3,1
11704,64,1274,4,1
11705,56,-5,-5,-5
11706,55,-5,-5,-5
11707,75,-5,-5,-5
11708,70,-5,-5,-5
11709,47,-5,-5,-5
11710,78,-5,-5,-5
11711,77,-5,-5,-5
11712,76,-5,-5,-5
11713,41,-5,-5,-5
11714,43,-5,-5,-5
11715,80,-5,-5,-5
11716,78,-5,-5,-5
11717,66,-5,-5,-5
11718,95,-5,-5,-5
11719,-4,-5,-5,-5
11720,91,-5,-5,-5
11721,74,-5,-5,-5
11722,43,-5,-5,-5
11723,40,-5,-5,-5
11724,53,-5,-5,-5
11725,43,-5,-5,-5
11726,40,-5,-5,-5
11727,37,-5,-5,-5
11728,59,-5,-5,-5
11729,68,-5,-5,-5
11730,72,-5,-5,-5
11731,67,-5,-5,-5
11732,78,-5,-5,-5
11733,56,-5,-5,-5
11734,80,-5,-5,-5
11735,53,-5,-5,-5
11736,43,-5,-5,-5
11737,27,-5,-5,-5
11738,51,-4,-4,1
11739,76,-5,-5,-5
11740,99,-5,-5,-5
11741,99,-5,-5,-5
11742,67,-5,-5,-5
11743,58,-5,-5,-5
11744,63,-5,-5,-5
11745,54,800,3,1
11746,47,-5,-5,-5
11747,51,-5,-5,-5
11748,90,-5,-5,-5
11749,94,-5,-5,-5
11750,45,-5,-5,-5
11751,32,1100,3,0
11752,12,450,3,1
11753,-4,-5,-5,-5
11754,5,1685,2,1
11755,1,2000,0,0
11756,-4,1187,3,2
11757,-4,1458,3,-5
11758,70,1800,3,5
11759,32,1137,6,1
11760,-3,125,0,8
11761,15,953,4,1
11762,3,-4,-4,1
11763,49,-4,-4,4
11764,2,-4,-4,0
11765,10,700,3,1
11766,10,-5,-5,-4
11767,-4,-5,-5,-5
11768,-4,-5,-5,-5
11769,54,550,4,3
11770,20,1014,3,1
11771,-4,1800,0,1
11772,16,-4,-4,1
11773,11,-4,-4,0
11774,50,1208,5,1
11775,81,2307,4,1
11776,34,725,0,0
11777,89,1836,3,4
11778,72,-4,4,3
11779,81,38,6,5
11780,77,-4,4,4
11781,45,450,4,3
11782,84,-5,-5,-5
11783,43,-4,0,1
11784,16,1018,3,-5
11785,20,1020,3,1
11786,29,1250,3,1
11787,20,928,2,0
11788,29,-5,-5,-5
11789,52,600,3,-5
11790,36,800,3,1
11791,56,-4,3,4
11792,64,779,6,-5
11793,9,1500,2,1
11794,19,500,2,1
11795,33,-4,-4,-5
11796,92,865,4,3
11797,29,575,3,1
11798,39,-4,-4,1
11799,22,620,3,1
11800,22,6363,3,1
11801,9,-4,-4,1
11802,16,562,3,1
11803,-4,-5,-5,-5
11804,-4,1000,4,5
11805,-4,-4,5,4
11806,29,801,4,1
11807,28,1201,3,1
11808,57,990,4,1
11809,71,650,3,4
11810,1,-4,-4,1
11811,1,-4,-4,1
11812,4,-4,-4,1
11813,3,-4,-4,1
11814,2,-4,-4,0
11815,22,700,2,1
11816,86,-4,4,2
11817,21,500,2,1
11818,11,750,0,0
11819,42,596,4,2
11820,61,1623,5,4
11821,95,1923,5,-5
11822,35,1279,3,1
11823,-4,1386,5,3
11824,35,697,0,6
11825,1,500,0,1
11826,4,-5,-5,1
11827,5,-5,-5,1
11828,18,700,3,1
11829,4,650,3,1
11830,3,550,3,0
11831,19,677,4,2
11832,6,-5,-5,1
11833,8,650,3,1
11834,19,528,-2,0
11835,52,865,5,4
11836,6,576,4,1
11837,4,-4,-4,1
11838,15,944,3,2
11839,33,-4,-4,1
11840,6,867,0,-5
11841,27,1085,3,2
11842,80,401,4,-5
11843,-4,-5,-5,-5
11844,21,400,2,2
11845,46,695,3,2
11846,10,-4,-4,1
11847,55,1050,3,1
11848,45,793,4,4
11849,10,771,3,1
11850,23,620,3,0
11851,67,1105,4,1
11852,74,-5,-5,-5
11853,51,-5,-5,3
11854,69,1191,4,-5
11855,17,335,3,4
11856,13,546,3,-5
11857,-3,2034,3,1
11858,39,812,4,1
11859,2,-4,-4,0
11860,67,2235,3,-5
11861,30,650,-2,0
11862,72,-4,-4,-5
11863,77,725,4,1
11864,14,673,3,1
11865,61,211,3,1
11866,56,550,5,3
11867,16,600,1,5
11868,46,775,3,3
11869,86,600,3,2
11870,68,817,4,4
11871,81,530,3,2
11872,92,-4,-4,2
11873,40,750,4,2
11874,59,1375,4,1
11875,58,575,3,1
11876,31,-4,-4,1
11877,15,-4,3,1
11878,27,588,3,1
11879,54,-4,-4,1
11880,37,892,3,1
11881,95,-5,-5,4
11882,91,400,5,-5
11883,68,-5,-5,1
11884,27,654,0,1
11885,21,833,0,0
11886,80,450,3,1
11887,66,550,2,1
11888,42,892,3,1
11889,53,620,1,3
11890,1,750,1,0
11891,8,605,0,1
11892,93,1750,4,-5
11893,95,894,5,8
11894,61,250,3,4
11895,-4,-5,-5,4
11896,-4,-5,-5,-5
11897,94,-5,-5,1
11898,84,1670,4,4
11899,61,913,3,4
11900,-4,-5,-5,-5
11901,37,700,2,2
11902,45,-4,-4,5
11903,6,450,2,0
11904,6,765,2,0
11905,43,700,3,8
11906,84,961,4,-4
11907,77,900,2,-5
11908,-4,900,3,8
11909,42,-5,-5,2
11910,35,1000,3,-5
11911,70,-4,-4,1
11912,44,1250,3,-5
11913,41,875,4,1
11914,27,750,2,-5
11915,32,615,0,1
11916,32,762,3,5
11917,67,-5,-5,1
11918,90,934,5,-4
11919,88,1464,5,4
11920,73,1538,5,4
11921,84,1282,-2,-5
11922,66,-5,-5,-5
11923,44,-4,5,2
11924,91,1171,3,1
11925,69,1230,4,1
11926,82,1007,4,2
11927,13,282,3,-5
11928,17,600,3,-4
11929,95,894,5,6
11930,7,-4,-4,1
11931,21,5769,4,3
11932,12,335,1,1
11933,11,475,3,1
11934,13,1298,4,1
11935,10,348,3,1
11936,37,1442,5,4
11937,13,961,5,5
11938,7,1428,3,1
11939,27,-5,-5,1
11940,55,450,3,-5
11941,25,611,3,1
11942,46,-5,-5,1
11943,-4,187,-2,0
11944,32,1050,3,-5
11945,7,880,4,2
11946,-4,171,0,-5
11947,12,-5,-5,1
11948,54,666,3,1
11949,15,462,3,1
11950,13,183,3,1
11951,5,475,0,1
11952,5,635,0,0
11953,29,550,4,-5
11954,5,500,0,-5
11955,68,1800,4,4
11956,47,1485,3,1
11957,39,650,0,-5
11958,27,1269,3,1
11959,79,2014,4,-5
11960,23,1636,3,4
11961,18,1068,5,5
11962,88,3500,6,-5
11963,79,1000,5,-5
11964,85,-5,-5,-5
11965,88,668,5,-5
11966,92,1205,5,5
11967,35,-4,-4,2
11968,9,575,3,-5
11969,2,650,3,-5
11970,25,-4,-4,1
11971,18,8125,3,5
11972,43,1923,5,5
11973,53,1153,3,1
11974,-4,-4,-4,0
11975,18,-5,-5,-5
11976,9,883,3,0
11977,35,1153,4,-5
11978,14,1390,0,0
11979,16,-4,-4,-5
11980,4,1089,2,1
11981,1,625,4,0
11982,-4,-4,3,1
11983,1,-4,3,-5
11984,35,349,6,-5
11985,43,-5,-5,-5
11986,-4,-4,6,-5
11987,52,525,3,2
11988,73,-5,-5,5
11989,51,1000,4,4
11990,92,1682,5,6
11991,19,-4,3,1
11992,59,1201,5,1
11993,29,718,0,1
11994,48,625,3,-5
11995,32,390,2,1
11996,35,750,2,-5
11997,11,750,3,1
11998,87,-4,-4,-5
11999,87,-4,-4,-5
12000,76,916,3,1
12001,88,500,2,-5
12002,94,913,4,-5
12003,41,1495,4,-5
12004,33,424,4,5
12005,41,704,3,1
12006,76,750,3,4
12007,19,1201,3,1
12008,38,1943,2,1
12009,47,630,3,-5
12010,81,769,5,7
12011,8,495,2,-5
12012,82,1500,4,0
12013,49,1400,3,1
12014,66,692,3,4
12015,35,450,3,0
12016,73,1884,6,3
12017,45,-4,-4,1
12018,95,1046,4,1
12019,57,1096,3,1
12020,86,700,4,-5
12021,80,436,4,-5
12022,64,1105,4,1
12023,66,846,5,3
12024,-4,-4,0,-5
12025,-4,-4,4,3
12026,-4,650,4,3
12027,80,617,4,-5
12028,30,569,4,-5
12029,68,-4,-4,1
12030,-4,375,3,1
12031,61,900,3,1
12032,11,-4,-4,1
12033,48,-5,-5,1
12034,82,1055,2,4
12035,58,718,3,1
12036,85,902,4,1
12037,10,390,2,-5
12038,50,666,5,-5
12039,61,600,3,1
12040,22,700,4,8
12041,13,840,2,1
12042,7,841,3,1
12043,1,1000,3,1
12044,34,790,5,5
12045,95,1024,6,5
12046,82,800,5,4
12047,64,1007,3,-5
12048,46,575,2,1
12049,94,-5,-5,-5
12050,34,750,3,-5
12051,-4,-5,-5,-5
12052,77,1167,4,1
12053,58,2200,6,-5
12054,81,1453,3,4
12055,53,1038,3,1
12056,75,-4,-4,1
12057,46,-4,-4,1
12058,53,1250,3,1
12059,97,1538,5,-5
12060,-4,-5,-5,-5
12061,82,500,1,1
12062,3,500,2,1
12063,96,3365,6,-5
12064,98,930,6,7
12065,41,1000,3,0
12066,32,-4,-4,1
12067,78,1500,4,4
12068,84,837,5,3
12069,62,2083,2,4
12070,51,1130,3,1
12071,95,-5,-5,-5
12072,84,900,3,1
12073,33,570,3,1
12074,52,300,3,-5
12075,96,2857,5,4
12076,59,750,3,1
12077,91,897,5,-5
12078,75,2683,5,3
12079,10,416,3,-5
12080,48,1403,2,1
12081,64,700,3,1
12082,40,450,1,1
12083,36,355,2,1
12084,56,366,3,1
12085,15,-4,-4,1
12086,26,-4,-4,1
12087,25,875,6,1
12088,96,1039,5,4
12089,47,807,5,5
12090,44,933,3,1
12091,7,400,0,0
12092,45,784,4,1
12093,47,333,2,1
12094,25,525,3,1
12095,78,775,3,1
12096,70,988,3,-5
12097,29,721,3,1
12098,84,800,4,8
12099,70,-4,4,3
12100,51,1150,3,1
12101,91,-4,6,6
12102,69,1313,5,4
12103,12,750,0,1
12104,84,200,3,2
12105,-4,961,5,3
12106,62,600,4,3
12107,-4,500,3,-5
12108,37,125,2,1
12109,24,-5,-5,-5
12110,51,1379,5,4
12111,-4,-5,-5,4
12112,18,800,3,-5
12113,72,1490,4,5
12114,52,1298,0,-5
12115,53,-4,-4,1
12116,72,1282,5,4
12117,2,-4,-4,1
12118,4,575,0,0
12119,62,600,4,4
